i,costIPOPT,minNetCost,minNetCostIndex,maxNetCost,maxNetCostIndex
0,0.1972273588180542,0.20924022793769836,99,6682475520.0,7
1,0.1014929711818695,2111.580322265625,0,inf,17
2,0.1299228966236114,32632.876953125,0,inf,25
3,0.0594653971493244,15525.154296875,0,inf,17
4,0.1343249976634979,5034.57275390625,0,inf,36
5,0.1527654230594635,25365.57421875,0,inf,47
6,0.1528872996568679,0.15438640117645264,99,85.49793243408203,0
7,0.1116110458970069,1612.029541015625,0,inf,26
8,0.1252814531326294,165366.671875,0,inf,16
9,0.1711593121290207,0.17648793756961823,99,5.001867294311523,0
10,0.1661969423294067,333751.5,0,inf,17
11,0.1839497536420822,9153.033203125,0,inf,24
12,0.1576066613197326,289964.71875,0,inf,21
13,0.1443276703357696,18533.06640625,0,inf,17
14,0.1366711407899856,32053.798828125,0,inf,18
15,0.1450777649879455,3022.205810546875,0,inf,24
16,0.1935069262981414,0.22800281643867493,24,inf,45
17,0.1452016234397888,0.18818822503089905,99,7.898833274841309,0
18,0.1671837121248245,0.1724884957075119,99,0.6244380474090576,0
19,0.0186527073383331,1472.3284912109375,0,inf,28
20,0.072668969631195,0.08764413744211197,99,1.9663070440292358,0
21,0.0560358762741088,0.26927223801612854,8,inf,40
22,0.0941237807273864,0.10396130383014679,99,99165.5078125,6
23,0.1215762495994567,244203.515625,0,inf,18
24,0.1519612967967987,18659.630859375,0,inf,49
25,0.085795372724533,4190.4169921875,0,inf,16
26,0.1936144828796386,9827.0654296875,0,inf,18
27,0.026876451447606,0.02869497425854206,99,90535428096.0,25
28,0.1715649962425232,0.17747415602207184,99,1.1787633895874023,0
29,0.1208840906620025,1416.3243408203125,0,inf,18
30,0.1446563750505447,6860.22802734375,0,inf,49
31,0.1583811491727829,377.70953369140625,0,inf,19
32,0.0988750159740448,13072.83984375,9,inf,37
33,0.0640523582696914,9.585424423217773,8,inf,33
34,0.1603943556547165,4836.66455078125,0,inf,18
35,0.110035739839077,6238.064453125,0,inf,20
36,0.1206670105457305,103185.0234375,1,inf,36
37,0.0748423263430595,13.904059410095215,0,inf,44
38,0.1708719581365585,0.3181179463863373,99,24.904130935668945,6
39,0.0738312676548957,9851.1728515625,0,inf,20
40,0.0569395646452903,166.06838989257812,0,inf,18
41,0.179559051990509,18226.2265625,0,inf,40
42,0.0563200265169143,0.10373444855213165,59,3.760833501815796,23
43,0.0700857937335968,169348.015625,0,inf,43
44,0.1665345132350921,54216.0859375,0,inf,17
45,0.095262698829174,0.11256688833236694,99,0.687564492225647,0
46,0.1804832071065902,0.2148863822221756,99,2.702428102493286,0
47,0.133434310555458,21437.6953125,0,inf,38
48,0.0488934516906738,13353.7900390625,0,inf,24
49,0.1355236619710922,0.14299236238002777,99,1.166243076324463,0
50,0.1370381861925125,3.2430455684661865,0,inf,22
51,0.0567069016396999,0.05577174946665764,99,3.927931547164917,0
52,0.1331720054149627,19958.970703125,0,inf,16
53,0.1149090304970741,10649.9091796875,1,inf,45
54,0.1842409968376159,1.0101515054702759,10,inf,96
55,0.1140689626336097,165.9715576171875,0,inf,26
56,0.0358250029385089,0.0383453331887722,99,0.8890348672866821,0
57,0.0990573018789291,0.14425592124462128,99,3358742808625152.0,6
58,0.1244476735591888,29860.666015625,0,inf,59
59,0.1643653959035873,63.17121887207031,0,inf,60
60,0.1340486854314804,28014.4296875,0,inf,33
61,0.0282576661556959,1397.1396484375,0,inf,19
62,0.1377055794000625,428.5284118652344,0,inf,17
63,0.1845880448818206,0.1771497130393982,99,7.100818157196045,0
64,0.0548846274614334,0.06034494936466217,99,0.3617601692676544,0
65,0.1046575754880905,0.13664358854293823,99,1.2833642959594727,0
66,0.0902249440550804,9658.6923828125,1,inf,38
67,0.1512646526098251,21051.1171875,0,inf,18
68,0.1257424503564834,68.94095611572266,0,inf,18
69,0.1727504879236221,0.19254209101200104,29,inf,79
70,0.0117963375523686,0.16370266675949097,8,inf,68
71,0.1406695395708084,4280.3046875,0,inf,23
72,0.0500873774290084,0.06979405879974365,43,inf,65
73,0.1953315138816833,111318.734375,0,inf,22
74,0.0467225275933742,3423.634765625,0,inf,23
75,0.0259113498032093,0.028448086231946945,99,1.141383409500122,0
76,0.1564670205116272,2056.013427734375,0,inf,21
77,0.1392348408699035,0.14047344028949738,95,0.22411641478538513,0
78,0.0889056250452995,21510.93359375,0,inf,23
79,0.0722125917673111,0.08395473659038544,99,2.029528856277466,0
80,0.1016120165586471,0.1075299084186554,99,0.22164122760295868,0
81,0.182469755411148,5181.96826171875,0,inf,17
82,0.1774850040674209,8175.7822265625,0,inf,45
83,0.1248722597956657,49.39506149291992,14,inf,60
84,0.0613568723201751,0.06619378924369812,99,0.37344294786453247,0
85,0.1686655431985855,237591.5,0,inf,21
86,0.1655496060848236,3310.84228515625,0,inf,22
87,0.1923555731773376,23892.048828125,0,inf,21
88,0.0281148515641689,1.1220608949661255,9,inf,19
89,0.1903538107872009,0.6672859787940979,8,inf,21
90,0.1831563264131546,27832.275390625,0,inf,41
91,0.1831563413143158,38950.96875,0,inf,20
92,0.1064231470227241,29172.3359375,0,inf,16
93,0.0480156950652599,2881.576416015625,0,inf,24
94,0.0212920121848583,104.0842514038086,0,inf,20
95,0.1232095062732696,17519.052734375,0,inf,35
96,0.1430000960826873,12756.8271484375,0,inf,19
97,0.0253713522106409,0.031797297298908234,99,32169227452416.0,6
98,0.1174095496535301,0.12090499699115753,99,0.8419094681739807,0
99,0.1483083367347717,154872.15625,0,inf,18
100,0.0957624018192291,58860.8125,0,inf,21
101,0.1472674906253814,327.08868408203125,9,inf,41
102,0.0923650190234184,209678.671875,0,inf,19
103,0.1588194519281387,307.0926818847656,0,inf,25
104,0.1358530223369598,7769.1337890625,0,inf,20
105,0.0619836412370204,104158.109375,9,inf,37
106,0.1374203562736511,114.3026351928711,8,inf,64
107,0.196114495396614,113922.71875,0,inf,38
108,0.1233260631561279,133999.34375,0,inf,22
109,0.130410298705101,0.7829176783561707,8,inf,40
110,0.1855191737413406,0.2663115859031677,8,inf,24
111,0.1297142505645752,0.23827211558818817,10,inf,56
112,0.191667839884758,0.4131505489349365,40,inf,53
113,0.1765297502279281,722.3831787109375,0,inf,21
114,0.1694474965333938,8958.689453125,0,inf,17
115,0.184136763215065,27913.87109375,1,inf,25
116,0.1219256445765495,62817.1328125,0,inf,16
117,0.1492499262094497,0.13033798336982727,99,3.417022943496704,0
118,0.0467896088957786,0.07297997176647186,31,inf,44
119,0.0589327663183212,2086.136474609375,0,inf,22
120,0.1901444196701049,110604.078125,0,inf,26
121,0.0832053273916244,0.8930878043174744,8,inf,52
122,0.1418377459049224,14044.759765625,0,inf,19
123,0.1825077533721923,0.22627569735050201,99,13232.8173828125,7
124,0.1336354315280914,110831.1015625,0,inf,17
125,0.0261991173028945,4084.4833984375,0,inf,17
126,0.1050913706421852,0.1066451147198677,99,0.497477263212204,0
127,0.1870778650045395,126158.9140625,1,inf,38
128,0.1702887266874313,233.01426696777344,0,inf,23
129,0.1234476044774055,290292.25,0,inf,15
130,0.1440692543983459,116654.3515625,0,inf,38
131,0.1027601063251495,1.446660041809082,9,1.6659075408330752e+16,93
132,0.1768907010555267,78.16032409667969,0,inf,22
133,0.1995205581188202,0.22615724802017212,99,4722438.0,6
134,0.0932443812489509,0.10139752179384232,99,0.37801650166511536,0
135,0.180120438337326,8735.8642578125,0,inf,23
136,0.1477845162153244,6751.693359375,0,inf,18
137,0.106977567076683,107599.203125,0,inf,22
138,0.1530208140611648,16797.78515625,0,inf,49
139,0.1078793406486511,380.15228271484375,0,inf,15
140,0.1079427227377891,0.11196806281805038,99,0.3618646562099457,0
141,0.1785387098789215,93143.171875,0,inf,20
142,0.0225236341357231,0.011597258038818836,99,2627264577536.0,17
143,0.1137926653027534,132.1339569091797,0,inf,39
144,0.1488271504640579,18062.59765625,0,inf,24
145,0.106815792620182,1.283331274986267,8,inf,18
146,0.1339987516403198,0.15113015472888947,99,4.055387496948242,0
147,0.1215221285820007,0.3929184675216675,8,2.5097194717577216e+16,95
148,0.1360723227262497,0.13706782460212708,99,4843171840.0,9
149,0.1799643635749817,106279.90625,1,inf,31
150,0.128572791814804,3643.76171875,0,inf,20
151,0.1220810487866401,6719.54248046875,0,inf,20
152,0.167714387178421,1045.0404052734375,0,inf,19
153,0.0468793995678424,4679.9765625,0,inf,46
154,0.1182361245155334,0.12955035269260406,99,0.8474664688110352,0
155,0.0914167836308479,5.353283405303955,0,inf,21
156,0.1414430439472198,148375.140625,0,inf,37
157,0.0596974454820156,0.06521370261907578,99,0.3413204550743103,0
158,0.1099025830626487,0.12189705669879913,99,2.0436856746673584,0
159,0.1215293407440185,32387.857421875,0,inf,16
160,0.1421623826026916,12870.564453125,0,inf,17
161,0.0640964806079864,162.18954467773438,0,inf,20
162,0.1550046652555465,912.24072265625,0,inf,42
163,0.1237072125077247,1272.1402587890625,0,inf,20
164,0.162519633769989,54258.64453125,0,3.572378562147123e+17,98
165,0.160942792892456,1301.29541015625,0,inf,43
166,0.0325346924364566,104.9835433959961,10,inf,42
167,0.1806092709302902,0.19586196541786194,99,3804706897920.0,6
168,0.175561711192131,497959.65625,0,inf,22
169,0.1467531621456146,0.15409372746944427,99,0.22450895607471466,0
170,0.1682815998792648,0.19208021461963654,99,58.334903717041016,6
171,0.044765681028366,40955.125,0,inf,17
172,0.1936251819133758,0.2182062715291977,99,33.00962829589844,5
173,0.1155266687273979,0.5840616822242737,8,inf,25
174,0.1079589053988456,45.998512268066406,0,inf,26
175,0.0710462108254432,0.07447323203086853,32,inf,44
176,0.1170407682657241,41317.87109375,0,inf,17
177,0.1301359087228775,0.14016415178775787,99,0.8124549388885498,0
178,0.1710227280855178,0.19585298001766205,99,1.2294793128967285,0
179,0.1162944659590721,0.3706078827381134,8,inf,51
180,0.089437298476696,0.09379599988460541,99,0.34677356481552124,0
181,0.1959425956010818,28459.107421875,0,inf,15
182,0.1234918981790542,66.02410125732422,8,inf,50
183,0.1520817130804062,14142.02734375,0,inf,46
184,0.1008728593587875,0.10425829142332077,99,0.3134000301361084,0
185,0.192666471004486,0.36964476108551025,9,inf,78
186,0.1354819387197494,42.95893096923828,0,inf,16
187,0.1391838937997818,0.14597973227500916,99,0.1772690713405609,0
188,0.0822780504822731,102.59495544433594,0,inf,16
189,0.1517562717199325,4239.32470703125,0,inf,38
190,0.1745799034833908,575.9647827148438,0,inf,21
191,0.1905458718538284,10678.564453125,0,inf,21
192,0.1883423924446106,23699.55078125,0,inf,22
193,0.0527558997273445,0.05825376510620117,47,inf,59
194,0.0859217047691345,30837.8515625,0,inf,15
195,0.1040229275822639,1524.3079833984375,0,inf,16
196,0.1421995759010315,0.1459530144929886,99,351971737600.0,6
197,0.1933963745832443,0.2462063580751419,99,1833.670654296875,0
198,0.1095775961875915,181.1337127685547,0,inf,21
199,0.1157599538564682,17377.03125,0,inf,30
200,0.1111643612384796,1699.417236328125,0,inf,43
201,0.123956486582756,133.1267852783203,0,inf,53
202,0.1200631186366081,0.12447642534971237,99,0.22581538558006287,0
203,0.0461706183850765,51.79816436767578,0,inf,21
204,0.1761248111724853,491.4258117675781,0,inf,20
205,0.07123264670372,0.09264745563268661,99,2.918323278427124,0
206,0.1499748826026916,24960.326171875,0,inf,16
207,0.0728680714964866,0.07416467368602753,99,1.6000295877456665,0
208,0.1251344233751297,0.14729823172092438,99,2.293264865875244,0
209,0.1417976021766662,0.14910092949867249,99,0.181024432182312,0
210,0.0905417203903198,193.90164184570312,0,inf,20
211,0.089473471045494,0.12442358583211899,99,0.45473504066467285,0
212,0.1312971711158752,295.2799377441406,0,inf,49
213,0.164719671010971,38813.0234375,0,inf,16
214,0.0407096520066261,0.10575126111507416,99,3.3166606426239014,0
215,0.1560549288988113,11438.2265625,0,inf,58
216,0.1218090206384658,1875.63916015625,0,inf,27
217,0.1280574351549148,0.13691332936286926,99,0.1559375524520874,0
218,0.18796007335186,2115.83837890625,0,inf,24
219,0.1913256049156189,3624.868408203125,0,inf,17
220,0.1564177721738815,3097.764892578125,9,8.404409985557216e+30,97
221,0.1597719341516494,112676.953125,0,inf,20
222,0.1272134333848953,0.13178546726703644,99,984607.3125,10
223,0.1022664532065391,0.11883042752742767,99,7.8779826164245605,0
224,0.0609294474124908,31174.22265625,0,inf,24
225,0.1418607234954834,0.14808610081672668,99,0.17873309552669525,0
226,0.1024661362171173,2309.8427734375,0,inf,18
227,0.1943798065185547,0.19789963960647583,99,2.6092488765716553,0
228,0.1480411142110824,22531.736328125,0,inf,46
229,0.1485964059829712,592.0428466796875,10,inf,48
230,0.0867938101291656,11174.6318359375,0,15538863104.0,6
231,0.1722986996173858,4780.36669921875,0,inf,23
232,0.1929984241724014,0.20387178659439087,98,166.9417724609375,16
233,0.0708766356110572,0.0747479647397995,99,0.3629909157752991,0
234,0.0568190775811672,23823.2265625,0,inf,16
235,0.1241216883063316,0.1471894532442093,99,2.71924090385437,0
236,0.0941213592886924,0.09704271703958511,99,0.3097989559173584,0
237,0.1352695375680923,1759.588134765625,0,inf,29
238,0.0918620824813842,92.69830322265625,11,inf,48
239,0.1607665121555328,14074.279296875,0,inf,22
240,0.1202795282006263,12495.626953125,0,508744224.0,5
241,0.0770398005843162,0.6235955357551575,99,72423505920.0,8
242,0.1940281987190246,100071.3828125,0,inf,17
243,0.1874195039272308,17478.5546875,0,inf,30
244,0.1962096095085144,1179.1710205078125,0,inf,18
245,0.1084703281521797,23356.57421875,0,inf,21
246,0.1385550647974014,16455.970703125,0,inf,20
247,0.1251719892024994,42419.34765625,0,inf,17
248,0.1135262548923492,5625.41455078125,0,inf,20
249,0.1447808593511581,0.2081751972436905,18,inf,37
250,0.1743644624948501,6284.7373046875,0,inf,25
251,0.1283200532197952,1378.2904052734375,0,inf,40
252,0.1364751011133194,1122.9150390625,9,inf,32
253,0.1472932547330856,0.29028260707855225,30,inf,73
254,0.1805634051561355,16671.310546875,0,inf,17
255,0.1423324346542358,0.1522529125213623,99,0.18475696444511414,0
256,0.1325749605894088,4343.9052734375,0,inf,56
257,0.1018737405538559,5774.71875,0,inf,16
258,0.0397598706185817,8309.603515625,0,inf,42
259,0.0869762003421783,49833.3984375,0,inf,16
260,0.0894670411944389,0.09758836030960083,99,82993888.0,7
261,0.1353493928909301,0.14840130507946014,99,143.90460205078125,6
262,0.1766488403081894,4145.2939453125,0,inf,16
263,0.0876579955220222,102.40142822265625,0,inf,17
264,0.1919655501842498,0.2019129991531372,99,5.694082736968994,0
265,0.1203177720308303,25811.42578125,0,inf,46
266,0.1476251929998397,237076.71875,0,inf,30
267,0.1187465041875839,4.614124298095703,0,inf,16
268,0.1507822275161743,137729.40625,0,inf,58
269,0.1304162442684173,86888.5546875,0,inf,23
270,0.1870061755180359,0.1902504414319992,99,0.42228302359580994,0
271,0.1554466485977172,98774.9921875,0,inf,16
272,0.110738031566143,71895.0078125,0,inf,20
273,0.1605381369590759,0.17125561833381653,99,0.715724527835846,0
274,0.0368163585662841,0.03757438436150551,80,37691.16015625,17
275,0.1720705330371856,11846.89453125,0,inf,16
276,0.1745589971542358,319.29852294921875,8,inf,24
277,0.1204067468643188,37000.98046875,0,inf,16
278,0.1396566033363342,0.1468372792005539,99,1.4539848566055298,0
279,0.1355067789554596,25094.80859375,0,inf,20
280,0.0305302124470472,0.0364108569920063,99,321218.3125,6
281,0.1918389946222305,662.6951904296875,0,inf,23
282,0.0696950703859329,0.08569692820310593,99,7335033856.0,6
283,0.1650840193033218,780.04150390625,0,inf,19
284,0.0672599449753761,33762.1328125,0,inf,18
285,0.1238687634468078,0.12978506088256836,99,0.166990265250206,0
286,0.034635204821825,0.03656971827149391,99,5156307.0,19
287,0.1079315170645713,0.11539822071790695,99,54239868.0,7
288,0.1444745063781738,465.917724609375,0,inf,16
289,0.1716474443674087,0.175486221909523,98,560.6497192382812,7
290,0.1090955883264541,5339.33544921875,0,inf,19
291,0.1433121412992477,16139.58984375,0,inf,41
292,0.1522034704685211,270.92578125,0,inf,18
293,0.1536178737878799,0.17107674479484558,99,7.274142742156982,0
294,0.1494674086570739,5698.82373046875,0,inf,21
295,0.1297715306282043,0.42425522208213806,8,inf,36
296,0.1801284104585647,16606.240234375,0,inf,18
297,0.1944509744644165,0.19765013456344604,99,0.6178956031799316,0
298,0.0585855245590209,85714.65625,0,inf,20
299,0.1146054342389106,85079.7734375,8,inf,27
300,0.1758590936660766,1530.81689453125,0,inf,22
301,0.1057467982172966,79.35948944091797,0,inf,20
302,0.1783646494150161,0.20794543623924255,35,1940104019968.0,14
303,0.1312615722417831,16658.408203125,0,inf,27
304,0.1428664624691009,1664.2232666015625,0,inf,26
305,0.1787177622318267,75311.5546875,0,inf,15
306,0.1068745627999305,16654.76171875,0,inf,26
307,0.1370271891355514,0.17192691564559937,99,4.118637561798096,0
308,0.1510843485593795,0.2890065908432007,23,inf,49
309,0.1558296680450439,57526.8515625,0,inf,80
310,0.0939661934971809,107784.6640625,0,inf,18
311,0.1032722517848014,13.542289733886719,0,inf,19
312,0.1272525489330291,54928.1953125,0,inf,22
313,0.1126087680459022,165.58961486816406,10,inf,42
314,0.1044876798987388,10956.943359375,9,inf,33
315,0.0817047208547592,0.10429740697145462,99,87844056.0,7
316,0.1710978150367736,2398.01513671875,0,inf,39
317,0.059642419219017,0.06208999082446098,99,0.13658544421195984,0
318,0.0992095991969108,0.22944363951683044,8,inf,46
319,0.1365727037191391,0.14300067722797394,99,0.17714086174964905,0
320,0.1107626780867576,54747.640625,1,inf,38
321,0.1168279871344566,0.14140526950359344,99,5.327724456787109,0
322,0.1296025365591049,310.1062927246094,0,inf,16
323,0.1407997608184814,12845.5849609375,0,inf,17
324,0.179655522108078,936.61474609375,0,inf,23
325,0.1255460381507873,22466.71875,0,inf,38
326,0.1662835031747818,8823.001953125,0,inf,16
327,0.1582790911197662,4985.50048828125,0,inf,50
328,0.1570694893598556,0.15802277624607086,99,0.3340551257133484,0
329,0.1530819535255432,22045.314453125,0,inf,18
330,0.0941817462444305,35668.62109375,0,inf,43
331,0.0989498645067215,5429.19384765625,0,inf,19
332,0.1623898893594741,15895.14453125,0,inf,31
333,0.0859814062714576,0.38110285997390747,38,inf,71
334,0.1608741581439972,1472.4700927734375,16,785075595640832.0,98
335,0.1770973801612854,0.1815623939037323,99,0.4167286455631256,0
336,0.1604500263929367,4615.8583984375,0,inf,45
337,0.1319625824689865,0.13429857790470123,99,6.026553153991699,0
338,0.1441154032945633,728.0748901367188,0,inf,47
339,0.1424466967582702,0.15668480098247528,99,0.26330214738845825,0
340,0.1126972064375877,0.11508943140506744,99,3.5742266178131104,0
341,0.1793063879013061,0.1833149641752243,99,1.1474566459655762,0
342,0.1378943622112274,22505.23828125,0,inf,20
343,0.1194046810269355,0.13231492042541504,99,7.660297393798828,0
344,0.1306779980659485,26470.197265625,0,inf,17
345,0.171617105603218,128.24143981933594,8,inf,20
346,0.1780263185501098,5.988675117492676,0,inf,23
347,0.1995396763086319,0.26061636209487915,17,inf,51
348,0.1324093341827392,1655.268798828125,0,inf,24
349,0.1616609692573547,36263.51171875,0,inf,17
350,0.1079278737306594,0.11041507869958878,98,9508137984.0,6
351,0.0885715186595916,81647.4453125,0,inf,20
352,0.1868375092744827,4736.42236328125,0,inf,18
353,0.1378117650747299,0.16382424533367157,99,266.70916748046875,6
354,0.1110069081187248,9071.4287109375,0,inf,22
355,0.1771930605173111,0.1958368718624115,99,0.9187467098236084,0
356,0.1782229244709015,5960.126953125,0,inf,24
357,0.1707236170768737,0.18724635243415833,99,1.2489668130874634,0
358,0.0417994707822799,3411.01025390625,0,inf,18
359,0.1770873516798019,13048.392578125,0,inf,17
360,0.0593209490180015,65126.7734375,0,inf,16
361,0.0096676815301179,0.00931633822619915,99,0.7850680351257324,0
362,0.0395428799092769,14251.494140625,16,117987952.0,5
363,0.1324667930603027,22385.703125,0,inf,38
364,0.1401869058609008,1830.5712890625,0,inf,20
365,0.178548589348793,140.57354736328125,0,inf,19
366,0.0381564609706401,3.506197452545166,49,515671.5,85
367,0.1583911776542663,11087.48046875,0,4.88850566290604e+17,6
368,0.0888657569885253,0.09188970923423767,99,2.371281147003174,17
369,0.1390542536973953,0.1417803317308426,99,0.7021148800849915,0
370,0.1355742365121841,0.14164745807647705,99,0.1832152158021927,0
371,0.144013911485672,4020.548095703125,0,inf,20
372,0.163365751504898,381379.3125,0,inf,19
373,0.1700252443552017,17670.92578125,0,2.046676470595584e+17,6
374,0.1509093344211578,43.23293685913086,10,inf,36
375,0.1004138067364692,0.13225969672203064,99,12.541986465454102,0
376,0.0548100173473358,0.0960276871919632,99,4.941151142120361,0
377,0.1509879231452942,7015.05224609375,0,inf,25
378,0.1772568523883819,0.23914657533168793,25,inf,50
379,0.1889769285917282,0.22518780827522278,99,4370804736.0,7
380,0.0541608929634094,296.38067626953125,0,inf,16
381,0.0862982198596,716.4363403320312,0,inf,32
382,0.1628730744123459,0.1555103212594986,99,2.994483470916748,0
383,0.0518565364181995,61.29719161987305,0,inf,21
384,0.1957480460405349,0.21237309277057648,99,5.205061912536621,0
385,0.0617242343723773,0.08423575013875961,99,22201896960.0,6
386,0.1618223041296005,8743.9599609375,0,inf,22
387,0.0981127694249153,39151.6328125,0,inf,46
388,0.1556221395730972,5.691418170928955,0,inf,31
389,0.1293622702360153,2513.618408203125,0,inf,18
390,0.1799680888652801,0.18939942121505737,99,1.190528154373169,0
391,0.1559231579303741,67.9822998046875,0,inf,23
392,0.1690156608819961,182476.140625,0,inf,21
393,0.1459205895662307,727.86572265625,0,inf,19
394,0.1452759653329849,0.4591914415359497,36,inf,77
395,0.1412169337272644,418.6534423828125,0,inf,62
396,0.1577958017587661,100994.5546875,0,inf,23
397,0.1250051707029342,23432.37109375,0,inf,17
398,0.1055128797888755,84487.0234375,0,inf,18
399,0.1973351836204528,44725.32421875,0,inf,17
